time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
6.368284,0.8075,-0.8819,-0.1756,1.209
6.382063,0.6962,-1.2481,0.0837,1.432
6.395049,0.7680,-1.7472,0.3752,1.945
6.410374,0.7288,-2.2625,0.5247,2.434
6.425331,0.7263,-2.6300,0.5626,2.786
6.440018,0.6184,-2.9767,0.3613,3.062
6.452201,0.4769,-3.3448,0.4296,3.406
6.470077,0.5427,-3.6694,0.5748,3.754
6.482746,0.5826,-3.8748,0.7960,3.998
6.496936,0.4430,-4.0107,0.9171,4.138
6.512084,0.1326,-3.9684,0.7576,4.042
6.527193,-0.1497,-3.7043,0.4074,3.730
6.540116,-0.0573,-3.6201,0.4179,3.645
6.557395,-0.1362,-3.6657,0.5795,3.714
6.570896,-0.1694,-3.5902,0.4375,3.621
6.587020,0.4193,-3.5975,0.6382,3.678
6.603994,0.7558,-3.0062,0.4487,3.132
6.613537,0.4096,-2.2441,-1.1743,2.566
6.629563,1.7857,-1.5993,-1.9342,3.080
6.641865,2.6176,-0.5476,-3.3511,4.287
6.655506,1.8656,1.4572,-4.0939,4.729
6.673554,0.5891,2.8765,-3.5017,4.570
6.687750,0.2927,3.0238,-2.9502,4.235
6.699970,0.3087,3.6532,-0.7661,3.745
6.719648,0.2505,6.1139,1.7615,6.367
6.731368,0.0228,8.3144,0.2683,8.319
6.743310,0.8347,8.3368,-1.3654,8.489
6.759917,1.9835,8.5252,-1.6741,8.912
6.772288,2.3421,9.0851,-1.3654,9.481
6.788637,1.4102,8.3056,-0.8996,8.472
6.804514,1.0095,5.6691,-0.7605,5.808
6.816888,1.1547,3.3419,-0.3863,3.557
6.830964,1.4261,2.1793,0.4954,2.651
6.846911,1.3148,1.6829,0.8489,2.298
6.860606,0.9328,1.0950,0.2422,1.459
6.873438,0.7771,0.3590,-0.0281,0.856
6.896759,0.9000,-0.5176,0.0781,1.041
6.909035,1.1217,-1.5570,0.0030,1.919
6.920109,1.0940,-2.4181,0.2983,2.671
6.934405,0.9968,-3.0090,1.0106,3.327
6.948836,0.8885,-3.4112,1.4888,3.827
6.962982,0.8286,-3.5577,1.3172,3.883
6.977339,0.8111,-3.4803,1.1073,3.741
6.994105,0.7330,-3.2297,1.3074,3.561
7.005885,0.8023,-2.9618,1.5374,3.432
7.018952,0.9284,-2.6891,1.3763,3.160
7.035549,1.2045,-2.4365,1.3924,3.054
7.050834,1.3380,-2.1900,1.6263,3.038
7.064804,1.1302,-1.8938,1.7553,2.819
7.079803,0.8336,-1.4383,1.6197,2.321
7.095196,0.6866,-1.0163,1.6114,2.025
7.108832,0.5984,-0.6758,1.6185,1.853
7.122073,0.6392,-0.3325,1.4800,1.646
7.135502,0.6933,-0.2736,1.5178,1.691
7.151999,0.9315,-0.1836,0.9267,1.327
7.165413,1.4536,0.5632,-0.3790,1.604
7.179211,1.7418,0.7965,-1.7426,2.589
7.195713,1.3724,-0.0406,-2.8556,3.169
7.214255,0.6310,-1.1437,-3.3377,3.584
7.226789,0.1911,-1.4861,-3.3429,3.663
7.237786,0.6042,-0.2712,-3.3746,3.439
7.253007,1.2994,1.7632,-2.4813,3.310
7.269524,1.3166,3.6252,-2.0888,4.386
7.283046,1.8233,4.8485,-1.9406,5.532
7.295204,2.1843,5.3173,-1.6148,5.971
7.310027,1.6558,5.1419,-1.6679,5.654
7.324218,0.6330,4.3826,-1.7562,4.764
7.340476,-0.0236,3.5614,-1.5084,3.868
7.356339,0.6857,2.9758,-1.0873,3.242
7.368627,1.4752,2.6160,-0.6366,3.070
7.383475,1.7510,2.3005,-0.6456,2.962
7.402252,1.5044,1.7439,-0.8675,2.461
7.413275,1.0274,0.9549,-0.8320,1.631
7.429147,0.7841,-0.0456,-0.6204,1.001
7.443269,0.7542,-0.9375,0.0236,1.203
7.455205,0.6720,-1.6815,0.5375,1.889
7.478447,0.5445,-2.2214,0.7292,2.401
7.487092,0.2520,-2.4324,0.6645,2.534
7.499485,0.0306,-2.3463,0.5635,2.413
7.515774,-0.1134,-2.1681,0.4393,2.215
7.529076,-0.0198,-2.1757,0.2593,2.191
7.542288,0.4176,-2.2277,0.6569,2.360
7.559113,0.5311,-2.2494,0.9319,2.492
7.571476,0.5549,-2.0922,1.0249,2.395
7.588191,0.6003,-1.8083,0.9053,2.110
7.604502,0.6449,-1.3618,0.8633,1.737
7.616031,0.6828,-1.0351,1.0286,1.611
7.631101,0.6321,-0.7338,1.1163,1.478
7.645261,0.4634,-0.5910,0.6961,1.024
7.658075,0.2622,-0.3651,0.1918,0.489
7.674435,0.2255,-0.2413,0.4773,0.580
7.695535,0.1738,-0.2494,0.6534,0.721
7.701413,0.2965,-0.2529,0.9230,1.002
7.718905,0.2318,-0.1032,0.9796,1.012
7.733623,-0.0385,0.1080,0.6207,0.631
7.746918,-0.2198,-0.0081,0.6913,0.725
7.761389,0.2473,-0.8063,1.3198,1.566
7.775586,1.3588,-1.4554,0.7574,2.130
7.794608,2.7358,-1.3780,-1.0700,3.245
7.807512,3.4351,-0.7921,-3.1173,4.706
7.818637,2.6448,-0.6199,-5.3664,6.015
7.833794,2.0926,0.2982,-7.8061,8.087
7.848330,2.7247,1.6465,-6.5544,7.287
7.864126,2.9308,2.9219,-1.7267,4.484
7.878550,1.2215,4.1635,1.1164,4.480
